case_id,loss_kind,epoch,checkpoint,loss,disp_rel,strain_rel,energy_log10,elastic_energy,energy_mode,lambda_u,lambda_eps,lambda_trust_u,lambda_trust_eps
global_displacement_anchor_lamU_1e-05,continuation,300,continuation,1.0122043931914959e-05,0.9993546605110168,1.0000032186508179,-10.283352851867676,5.207708916876719e-11,normalized,1e-05,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-04,continuation,1,continuation,1.0,4.318140506744385,582.1016235351562,-0.847511887550354,0.14206533133983612,normalized,0.0001,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-04,continuation,30,continuation,0.00010850296530406922,0.9990957975387573,0.9991174936294556,-8.596456527709961,2.5324671248938557e-09,normalized,0.0001,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-04,continuation,60,continuation,0.00010008031676989049,0.9991404414176941,0.9999326467514038,-10.174616813659668,6.689342135768328e-11,normalized,0.0001,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-04,continuation,90,continuation,0.00010007599485106766,0.9990686178207397,0.9998831152915955,-10.166434288024902,6.816583408841836e-11,normalized,0.0001,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-04,continuation,120,continuation,0.00010007328819483519,0.9990838170051575,0.9998813271522522,-10.178020477294922,6.637128346920207e-11,normalized,0.0001,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-04,continuation,150,continuation,0.00010004968498833477,0.9990771412849426,0.999835193157196,-10.244956016540527,5.689114457307909e-11,normalized,0.0001,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-04,continuation,180,continuation,0.00010003693023463711,0.9991136193275452,0.9998572468757629,-10.296431541442871,5.053218607442567e-11,normalized,0.0001,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-04,continuation,210,continuation,0.0001000331249088049,0.9990847706794739,0.9998372197151184,-10.299274444580078,5.020246024445285e-11,normalized,0.0001,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-04,continuation,240,continuation,0.00010003120405599475,0.9990994334220886,0.999840497970581,-10.311139106750488,4.8849542466644635e-11,normalized,0.0001,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-04,continuation,270,continuation,0.00010002942872233689,0.9990795850753784,0.99982750415802,-10.310229301452637,4.895209237965048e-11,normalized,0.0001,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-04,continuation,300,continuation,0.00010002916678786278,0.9990999698638916,0.9998353123664856,-10.318734169006348,4.8002716385164845e-11,normalized,0.0001,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-03,continuation,1,continuation,1.0,4.318197727203369,582.103759765625,-0.8475102186203003,0.1420658975839615,normalized,0.001,0.0,0.0,0.0
global_displacement_anchor_lamU_1e-03,continuation,30,continuation,0.0010030375560745597,0.9970855116844177,0.9993233680725098,-8.698229789733887,2.0034109926569954e-09,normalized,0.001,0.0,0.0,0.0
