group,case,seed,step,Delta,strain,metric,reaction_N,alpha0p8_through_crack
D0020,D0020_seed7_default_unitbox,7,22,7.1e-05,0.0071,legacy_top_sigma_integral_N,0.7216868306905438,True
D0020,D0020_seed7_default_unitbox,7,23,7.3e-05,0.0073,legacy_top_sigma_integral_N,0.7347203069397402,True
D0020,D0020_seed7_default_unitbox,7,24,7.5e-05,0.007499999999999999,legacy_top_sigma_integral_N,0.7544236570216236,True
D0020,D0020_seed7_default_unitbox,7,25,7.7e-05,0.0077,legacy_top_sigma_integral_N,0.7680470429742193,True
D0020,D0020_seed7_default_unitbox,7,26,8e-05,0.008,legacy_top_sigma_integral_N,0.7712236651020162,True
D0020,D0020_seed7_default_unitbox,7,27,8.3e-05,0.0083,legacy_top_sigma_integral_N,0.7906915984136228,True
D0020,D0020_seed7_default_unitbox,7,28,8.6e-05,0.0086,legacy_top_sigma_integral_N,0.7836327985446447,True
D0020,D0020_seed7_default_unitbox,7,29,8.9e-05,0.0089,legacy_top_sigma_integral_N,0.7920156979097943,True
D0020,D0020_seed7_default_unitbox,7,30,9.2e-05,0.0092,legacy_top_sigma_integral_N,0.7920017163011058,True
D0020,D0020_seed7_default_unitbox,7,31,9.5e-05,0.0095,legacy_top_sigma_integral_N,0.7958803769827807,True
D0020,D0020_seed7_default_unitbox,7,32,9.8e-05,0.0098,legacy_top_sigma_integral_N,0.7773010326264428,True
D0020,D0020_seed7_default_unitbox,7,33,0.0001,0.01,legacy_top_sigma_integral_N,0.7899184746855936,True
D0020,D0020_seed7_default_unitbox,7,0,1e-06,9.999999999999999e-05,saved_field_energy_fd_proxy_N,0.2529407527755034,False
D0020,D0020_seed7_default_unitbox,7,1,5e-06,0.0005,saved_field_energy_fd_proxy_N,0.42058675928369954,False
D0020,D0020_seed7_default_unitbox,7,2,1e-05,0.001,saved_field_energy_fd_proxy_N,0.8199533457681762,False
D0020,D0020_seed7_default_unitbox,7,3,1.5e-05,0.0015,saved_field_energy_fd_proxy_N,1.158663281060197,False
D0020,D0020_seed7_default_unitbox,7,4,2e-05,0.002,saved_field_energy_fd_proxy_N,1.3338379899113004,False
D0020,D0020_seed7_default_unitbox,7,5,2.5e-05,0.0025,saved_field_energy_fd_proxy_N,1.3224565307411633,False
D0020,D0020_seed7_default_unitbox,7,6,3e-05,0.003,saved_field_energy_fd_proxy_N,1.1702045918102364,False
D0020,D0020_seed7_default_unitbox,7,7,3.5e-05,0.0034999999999999996,saved_field_energy_fd_proxy_N,0.8801741061312904,False
D0020,D0020_seed7_default_unitbox,7,8,4e-05,0.004,saved_field_energy_fd_proxy_N,0.4927408603002015,False
D0020,D0020_seed7_default_unitbox,7,9,4.5e-05,0.0045000000000000005,saved_field_energy_fd_proxy_N,0.10614402993354248,False
D0020,D0020_seed7_default_unitbox,7,10,4.7e-05,0.004699999999999999,saved_field_energy_fd_proxy_N,-0.01823949092681111,False
D0020,D0020_seed7_default_unitbox,7,11,4.9e-05,0.0049,saved_field_energy_fd_proxy_N,-0.15061443841029448,False
D0020,D0020_seed7_default_unitbox,7,12,5.1e-05,0.0050999999999999995,saved_field_energy_fd_proxy_N,-0.3202980915640169,False
D0020,D0020_seed7_default_unitbox,7,13,5.3e-05,0.0053,saved_field_energy_fd_proxy_N,-0.3962776814245249,False
D0020,D0020_seed7_default_unitbox,7,14,5.5e-05,0.0055,saved_field_energy_fd_proxy_N,-0.25567347467117874,True
D0020,D0020_seed7_default_unitbox,7,15,5.7e-05,0.0057,saved_field_energy_fd_proxy_N,-0.23737530417944874,True
D0020,D0020_seed7_default_unitbox,7,16,5.9e-05,0.0059,saved_field_energy_fd_proxy_N,-0.31032832325581305,True
D0020,D0020_seed7_default_unitbox,7,17,6.1e-05,0.0060999999999999995,saved_field_energy_fd_proxy_N,-0.19605453589022562,True
D0020,D0020_seed7_default_unitbox,7,18,6.3e-05,0.0063,saved_field_energy_fd_proxy_N,-0.2824903417332006,True
D0020,D0020_seed7_default_unitbox,7,19,6.5e-05,0.0065,saved_field_energy_fd_proxy_N,-0.3344213684007991,True
D0020,D0020_seed7_default_unitbox,7,20,6.7e-05,0.0067,saved_field_energy_fd_proxy_N,-0.18029700910343616,True
D0020,D0020_seed7_default_unitbox,7,21,6.9e-05,0.0069,saved_field_energy_fd_proxy_N,-0.17698011480803827,True
D0020,D0020_seed7_default_unitbox,7,22,7.1e-05,0.0071,saved_field_energy_fd_proxy_N,-0.3335018612441957,True
D0020,D0020_seed7_default_unitbox,7,23,7.3e-05,0.0073,saved_field_energy_fd_proxy_N,-0.3491502519142719,True
D0020,D0020_seed7_default_unitbox,7,24,7.5e-05,0.007499999999999999,saved_field_energy_fd_proxy_N,-0.21472999417939537,True
D0020,D0020_seed7_default_unitbox,7,25,7.7e-05,0.0077,saved_field_energy_fd_proxy_N,-0.10387711732772441,True
D0020,D0020_seed7_default_unitbox,7,26,8e-05,0.008,saved_field_energy_fd_proxy_N,-0.13296898426670872,True
D0020,D0020_seed7_default_unitbox,7,27,8.3e-05,0.0083,saved_field_energy_fd_proxy_N,-0.25079222993953065,True
D0020,D0020_seed7_default_unitbox,7,28,8.6e-05,0.0086,saved_field_energy_fd_proxy_N,-0.15937208871496036,True
D0020,D0020_seed7_default_unitbox,7,29,8.9e-05,0.0089,saved_field_energy_fd_proxy_N,-0.04730058856972259,True
D0020,D0020_seed7_default_unitbox,7,30,9.2e-05,0.0092,saved_field_energy_fd_proxy_N,-0.0852457901378027,True
D0020,D0020_seed7_default_unitbox,7,31,9.5e-05,0.0095,saved_field_energy_fd_proxy_N,-0.1461265113534664,True
D0020,D0020_seed7_default_unitbox,7,32,9.8e-05,0.0098,saved_field_energy_fd_proxy_N,-0.03644741198054538,True
D0020,D0020_seed7_default_unitbox,7,33,0.0001,0.01,saved_field_energy_fd_proxy_N,0.01555129494667997,True
D0020,D0020_seed7_default_unitbox,7,0,1e-06,9.999999999999999e-05,saved_field_virtual_work_proxy_N,0.054218956884240346,False
D0020,D0020_seed7_default_unitbox,7,1,5e-06,0.0005,saved_field_virtual_work_proxy_N,0.2691335371272752,False
D0020,D0020_seed7_default_unitbox,7,2,1e-05,0.001,saved_field_virtual_work_proxy_N,0.5298277181035735,False
D0020,D0020_seed7_default_unitbox,7,3,1.5e-05,0.0015,saved_field_virtual_work_proxy_N,0.7674337640095772,False
D0020,D0020_seed7_default_unitbox,7,4,2e-05,0.002,saved_field_virtual_work_proxy_N,0.9621470715869966,False
D0020,D0020_seed7_default_unitbox,7,5,2.5e-05,0.0025,saved_field_virtual_work_proxy_N,0.9398889472767191,False
D0020,D0020_seed7_default_unitbox,7,6,3e-05,0.003,saved_field_virtual_work_proxy_N,0.4658370625149415,False
D0020,D0020_seed7_default_unitbox,7,7,3.5e-05,0.0034999999999999996,saved_field_virtual_work_proxy_N,-0.7361010087978155,False
D0020,D0020_seed7_default_unitbox,7,8,4e-05,0.004,saved_field_virtual_work_proxy_N,-2.9465785305114482,False
D0020,D0020_seed7_default_unitbox,7,9,4.5e-05,0.0045000000000000005,saved_field_virtual_work_proxy_N,-6.195500022566741,False
D0020,D0020_seed7_default_unitbox,7,10,4.7e-05,0.004699999999999999,saved_field_virtual_work_proxy_N,-7.978900490743485,False
D0020,D0020_seed7_default_unitbox,7,11,4.9e-05,0.0049,saved_field_virtual_work_proxy_N,-10.017037856168596,False
D0020,D0020_seed7_default_unitbox,7,12,5.1e-05,0.0050999999999999995,saved_field_virtual_work_proxy_N,-12.23308953483698,False
D0020,D0020_seed7_default_unitbox,7,13,5.3e-05,0.0053,saved_field_virtual_work_proxy_N,-14.832742213549441,False
D0020,D0020_seed7_default_unitbox,7,14,5.5e-05,0.0055,saved_field_virtual_work_proxy_N,-17.608340665019888,True
D0020,D0020_seed7_default_unitbox,7,15,5.7e-05,0.0057,saved_field_virtual_work_proxy_N,-20.22730336295359,True
D0020,D0020_seed7_default_unitbox,7,16,5.9e-05,0.0059,saved_field_virtual_work_proxy_N,-23.434065092073947,True
D0020,D0020_seed7_default_unitbox,7,17,6.1e-05,0.0060999999999999995,saved_field_virtual_work_proxy_N,-26.84778182860828,True
D0020,D0020_seed7_default_unitbox,7,18,6.3e-05,0.0063,saved_field_virtual_work_proxy_N,-30.131356991637215,True
D0020,D0020_seed7_default_unitbox,7,19,6.5e-05,0.0065,saved_field_virtual_work_proxy_N,-34.4831081097568,True
D0020,D0020_seed7_default_unitbox,7,20,6.7e-05,0.0067,saved_field_virtual_work_proxy_N,-38.275005251089766,True
D0020,D0020_seed7_default_unitbox,7,21,6.9e-05,0.0069,saved_field_virtual_work_proxy_N,-42.15222135941872,True
D0020,D0020_seed7_default_unitbox,7,22,7.1e-05,0.0071,saved_field_virtual_work_proxy_N,-46.208297055391824,True
D0020,D0020_seed7_default_unitbox,7,23,7.3e-05,0.0073,saved_field_virtual_work_proxy_N,-51.1933978674549,True
D0020,D0020_seed7_default_unitbox,7,24,7.5e-05,0.007499999999999999,saved_field_virtual_work_proxy_N,-55.645829463816355,True
D0020,D0020_seed7_default_unitbox,7,25,7.7e-05,0.0077,saved_field_virtual_work_proxy_N,-59.86387244013153,True
D0020,D0020_seed7_default_unitbox,7,26,8e-05,0.008,saved_field_virtual_work_proxy_N,-65.39945821001041,True
D0020,D0020_seed7_default_unitbox,7,27,8.3e-05,0.0083,saved_field_virtual_work_proxy_N,-72.8105893720894,True
D0020,D0020_seed7_default_unitbox,7,28,8.6e-05,0.0086,saved_field_virtual_work_proxy_N,-79.64872011229646,True
D0020,D0020_seed7_default_unitbox,7,29,8.9e-05,0.0089,saved_field_virtual_work_proxy_N,-86.55277164145319,True
D0020,D0020_seed7_default_unitbox,7,30,9.2e-05,0.0092,saved_field_virtual_work_proxy_N,-92.50067568467058,True
D0020,D0020_seed7_default_unitbox,7,31,9.5e-05,0.0095,saved_field_virtual_work_proxy_N,-99.89199122062102,True
D0020,D0020_seed7_default_unitbox,7,32,9.8e-05,0.0098,saved_field_virtual_work_proxy_N,-106.6423160927572,True
D0020,D0020_seed7_default_unitbox,7,33,0.0001,0.01,saved_field_virtual_work_proxy_N,-110.92317713675307,True
D0020,D0020_seed7_default_unitbox,7,0,1e-06,9.999999999999999e-05,bottom_sigma_integral_outward_N,-0.053045359845680325,False
D0020,D0020_seed7_default_unitbox,7,1,5e-06,0.0005,bottom_sigma_integral_outward_N,-0.26794937516951256,False
D0020,D0020_seed7_default_unitbox,7,2,1e-05,0.001,bottom_sigma_integral_outward_N,-0.5229988286707917,False
D0020,D0020_seed7_default_unitbox,7,3,1.5e-05,0.0015,bottom_sigma_integral_outward_N,-0.7531597085663827,False
D0020,D0020_seed7_default_unitbox,7,4,2e-05,0.002,bottom_sigma_integral_outward_N,-0.9418788183434593,False
D0020,D0020_seed7_default_unitbox,7,5,2.5e-05,0.0025,bottom_sigma_integral_outward_N,-1.0552527752024152,False
D0020,D0020_seed7_default_unitbox,7,6,3e-05,0.003,bottom_sigma_integral_outward_N,-1.11981841979705,False
D0020,D0020_seed7_default_unitbox,7,7,3.5e-05,0.0034999999999999996,bottom_sigma_integral_outward_N,-1.1406289871670159,False
D0020,D0020_seed7_default_unitbox,7,8,4e-05,0.004,bottom_sigma_integral_outward_N,-1.1406658125213314,False
D0020,D0020_seed7_default_unitbox,7,9,4.5e-05,0.0045000000000000005,bottom_sigma_integral_outward_N,-1.1409798633616433,False
D0020,D0020_seed7_default_unitbox,7,10,4.7e-05,0.004699999999999999,bottom_sigma_integral_outward_N,-1.1435445206856414,False
D0020,D0020_seed7_default_unitbox,7,11,4.9e-05,0.0049,bottom_sigma_integral_outward_N,-1.1426251078806784,False
D0020,D0020_seed7_default_unitbox,7,12,5.1e-05,0.0050999999999999995,bottom_sigma_integral_outward_N,-1.138421916985044,False
D0020,D0020_seed7_default_unitbox,7,13,5.3e-05,0.0053,bottom_sigma_integral_outward_N,-1.1385349486078222,False
D0020,D0020_seed7_default_unitbox,7,14,5.5e-05,0.0055,bottom_sigma_integral_outward_N,-1.1384535236977151,True
D0020,D0020_seed7_default_unitbox,7,15,5.7e-05,0.0057,bottom_sigma_integral_outward_N,-1.1385755566375482,True
D0020,D0020_seed7_default_unitbox,7,16,5.9e-05,0.0059,bottom_sigma_integral_outward_N,-1.1384612583042242,True
D0020,D0020_seed7_default_unitbox,7,17,6.1e-05,0.0060999999999999995,bottom_sigma_integral_outward_N,-1.1422030501676737,True
D0020,D0020_seed7_default_unitbox,7,18,6.3e-05,0.0063,bottom_sigma_integral_outward_N,-1.1422872522828458,True
D0020,D0020_seed7_default_unitbox,7,19,6.5e-05,0.0065,bottom_sigma_integral_outward_N,-1.1359163110009445,True
D0020,D0020_seed7_default_unitbox,7,20,6.7e-05,0.0067,bottom_sigma_integral_outward_N,-1.1233440918531452,True
D0020,D0020_seed7_default_unitbox,7,21,6.9e-05,0.0069,bottom_sigma_integral_outward_N,-1.1249771229408436,True
D0020,D0020_seed7_default_unitbox,7,22,7.1e-05,0.0071,bottom_sigma_integral_outward_N,-1.1186635239804779,True
D0020,D0020_seed7_default_unitbox,7,23,7.3e-05,0.0073,bottom_sigma_integral_outward_N,-1.1296297038650118,True
D0020,D0020_seed7_default_unitbox,7,24,7.5e-05,0.007499999999999999,bottom_sigma_integral_outward_N,-1.1343289359195667,True
D0020,D0020_seed7_default_unitbox,7,25,7.7e-05,0.0077,bottom_sigma_integral_outward_N,-1.079989076893743,True
D0020,D0020_seed7_default_unitbox,7,26,8e-05,0.008,bottom_sigma_integral_outward_N,-1.1164007293888145,True
D0020,D0020_seed7_default_unitbox,7,27,8.3e-05,0.0083,bottom_sigma_integral_outward_N,-1.1032223404771768,True
D0020,D0020_seed7_default_unitbox,7,28,8.6e-05,0.0086,bottom_sigma_integral_outward_N,-1.1124112490004063,True
D0020,D0020_seed7_default_unitbox,7,29,8.9e-05,0.0089,bottom_sigma_integral_outward_N,-1.1066266144469334,True
D0020,D0020_seed7_default_unitbox,7,30,9.2e-05,0.0092,bottom_sigma_integral_outward_N,-1.084454351954908,True
D0020,D0020_seed7_default_unitbox,7,31,9.5e-05,0.0095,bottom_sigma_integral_outward_N,-1.1094431558707576,True
D0020,D0020_seed7_default_unitbox,7,32,9.8e-05,0.0098,bottom_sigma_integral_outward_N,-1.09037868056384,True
D0020,D0020_seed7_default_unitbox,7,33,0.0001,0.01,bottom_sigma_integral_outward_N,-1.1025055167602835,True
D0020,D0020_seed7_default_unitbox,7,0,1e-06,9.999999999999999e-05,internal_cut_force_above_crack_N,0.04414107994208334,False
D0020,D0020_seed7_default_unitbox,7,1,5e-06,0.0005,internal_cut_force_above_crack_N,0.23119068765604972,False
D0020,D0020_seed7_default_unitbox,7,2,1e-05,0.001,internal_cut_force_above_crack_N,0.44831331808005204,False
D0020,D0020_seed7_default_unitbox,7,3,1.5e-05,0.0015,internal_cut_force_above_crack_N,0.6377780921383931,False
D0020,D0020_seed7_default_unitbox,7,4,2e-05,0.002,internal_cut_force_above_crack_N,0.7828049774787589,False
D0020,D0020_seed7_default_unitbox,7,5,2.5e-05,0.0025,internal_cut_force_above_crack_N,0.8613385304389891,False
D0020,D0020_seed7_default_unitbox,7,6,3e-05,0.003,internal_cut_force_above_crack_N,0.8822949457890932,False
D0020,D0020_seed7_default_unitbox,7,7,3.5e-05,0.0034999999999999996,internal_cut_force_above_crack_N,0.873560056444347,False
D0020,D0020_seed7_default_unitbox,7,8,4e-05,0.004,internal_cut_force_above_crack_N,0.790476496966299,False
D0020,D0020_seed7_default_unitbox,7,9,4.5e-05,0.0045000000000000005,internal_cut_force_above_crack_N,0.6963110132122111,False
D0020,D0020_seed7_default_unitbox,7,10,4.7e-05,0.004699999999999999,internal_cut_force_above_crack_N,0.6550831892364916,False
D0020,D0020_seed7_default_unitbox,7,11,4.9e-05,0.0049,internal_cut_force_above_crack_N,0.6148610576866735,False
D0020,D0020_seed7_default_unitbox,7,12,5.1e-05,0.0050999999999999995,internal_cut_force_above_crack_N,0.5595793652266118,False
D0020,D0020_seed7_default_unitbox,7,13,5.3e-05,0.0053,internal_cut_force_above_crack_N,0.5620904427131704,False
D0020,D0020_seed7_default_unitbox,7,14,5.5e-05,0.0055,internal_cut_force_above_crack_N,0.5254807156245351,True
D0020,D0020_seed7_default_unitbox,7,15,5.7e-05,0.0057,internal_cut_force_above_crack_N,0.5167668867237216,True
D0020,D0020_seed7_default_unitbox,7,16,5.9e-05,0.0059,internal_cut_force_above_crack_N,0.464520094852992,True
D0020,D0020_seed7_default_unitbox,7,17,6.1e-05,0.0060999999999999995,internal_cut_force_above_crack_N,0.47605757406332483,True
D0020,D0020_seed7_default_unitbox,7,18,6.3e-05,0.0063,internal_cut_force_above_crack_N,0.4506151333770924,True
D0020,D0020_seed7_default_unitbox,7,19,6.5e-05,0.0065,internal_cut_force_above_crack_N,0.4614761935748801,True
D0020,D0020_seed7_default_unitbox,7,20,6.7e-05,0.0067,internal_cut_force_above_crack_N,0.4254621672641046,True
D0020,D0020_seed7_default_unitbox,7,21,6.9e-05,0.0069,internal_cut_force_above_crack_N,0.43857790797543733,True
D0020,D0020_seed7_default_unitbox,7,22,7.1e-05,0.0071,internal_cut_force_above_crack_N,0.41797046834242824,True
D0020,D0020_seed7_default_unitbox,7,23,7.3e-05,0.0073,internal_cut_force_above_crack_N,0.39584008426730666,True
D0020,D0020_seed7_default_unitbox,7,24,7.5e-05,0.007499999999999999,internal_cut_force_above_crack_N,0.4239873266098593,True
D0020,D0020_seed7_default_unitbox,7,25,7.7e-05,0.0077,internal_cut_force_above_crack_N,0.4399947384094882,True
D0020,D0020_seed7_default_unitbox,7,26,8e-05,0.008,internal_cut_force_above_crack_N,0.4451283742283059,True
D0020,D0020_seed7_default_unitbox,7,27,8.3e-05,0.0083,internal_cut_force_above_crack_N,0.47060424842446963,True
D0020,D0020_seed7_default_unitbox,7,28,8.6e-05,0.0086,internal_cut_force_above_crack_N,0.4857999876499399,True
D0020,D0020_seed7_default_unitbox,7,29,8.9e-05,0.0089,internal_cut_force_above_crack_N,0.4338226080271251,True
D0020,D0020_seed7_default_unitbox,7,30,9.2e-05,0.0092,internal_cut_force_above_crack_N,0.49325524946309895,True
D0020,D0020_seed7_default_unitbox,7,31,9.5e-05,0.0095,internal_cut_force_above_crack_N,0.40004711766182216,True
D0020,D0020_seed7_default_unitbox,7,32,9.8e-05,0.0098,internal_cut_force_above_crack_N,0.40595505865344844,True
D0020,D0020_seed7_default_unitbox,7,33,0.0001,0.01,internal_cut_force_above_crack_N,0.39063362048687367,True
D0020,D0020_seed13_default_unitbox,13,0,1e-06,9.999999999999999e-05,legacy_top_sigma_integral_N,0.03744230257884912,False
D0020,D0020_seed13_default_unitbox,13,1,5e-06,0.0005,legacy_top_sigma_integral_N,0.1916362712645624,False
D0020,D0020_seed13_default_unitbox,13,2,1e-05,0.001,legacy_top_sigma_integral_N,0.374724307657355,False
D0020,D0020_seed13_default_unitbox,13,3,1.5e-05,0.0015,legacy_top_sigma_integral_N,0.5270640479271921,False
D0020,D0020_seed13_default_unitbox,13,4,2e-05,0.002,legacy_top_sigma_integral_N,0.6375848130513062,False
D0020,D0020_seed13_default_unitbox,13,5,2.5e-05,0.0025,legacy_top_sigma_integral_N,0.6888980877150641,False
D0020,D0020_seed13_default_unitbox,13,6,3e-05,0.003,legacy_top_sigma_integral_N,0.6947876467664138,False
D0020,D0020_seed13_default_unitbox,13,7,3.5e-05,0.0034999999999999996,legacy_top_sigma_integral_N,0.6859508832276519,False
D0020,D0020_seed13_default_unitbox,13,8,4e-05,0.004,legacy_top_sigma_integral_N,0.685814094410136,False
D0020,D0020_seed13_default_unitbox,13,9,4.5e-05,0.0045000000000000005,legacy_top_sigma_integral_N,0.7361579979257612,False
D0020,D0020_seed13_default_unitbox,13,10,4.7e-05,0.004699999999999999,legacy_top_sigma_integral_N,0.7570225609060944,False
D0020,D0020_seed13_default_unitbox,13,11,4.9e-05,0.0049,legacy_top_sigma_integral_N,0.7596229805484553,False
D0020,D0020_seed13_default_unitbox,13,12,5.1e-05,0.0050999999999999995,legacy_top_sigma_integral_N,0.7773960692541569,False
D0020,D0020_seed13_default_unitbox,13,13,5.3e-05,0.0053,legacy_top_sigma_integral_N,0.7797359786197644,False
D0020,D0020_seed13_default_unitbox,13,14,5.5e-05,0.0055,legacy_top_sigma_integral_N,0.7813714869508857,True
D0020,D0020_seed13_default_unitbox,13,15,5.7e-05,0.0057,legacy_top_sigma_integral_N,0.7718715268457221,True
D0020,D0020_seed13_default_unitbox,13,16,5.9e-05,0.0059,legacy_top_sigma_integral_N,0.7737341137141779,True
D0020,D0020_seed13_default_unitbox,13,17,6.1e-05,0.0060999999999999995,legacy_top_sigma_integral_N,0.773297351631869,True
D0020,D0020_seed13_default_unitbox,13,18,6.3e-05,0.0063,legacy_top_sigma_integral_N,0.775515057348396,True
D0020,D0020_seed13_default_unitbox,13,19,6.5e-05,0.0065,legacy_top_sigma_integral_N,0.7351456846633146,True
D0020,D0020_seed13_default_unitbox,13,20,6.7e-05,0.0067,legacy_top_sigma_integral_N,0.749803256529474,True
D0020,D0020_seed13_default_unitbox,13,21,6.9e-05,0.0069,legacy_top_sigma_integral_N,0.7628717342399414,True
D0020,D0020_seed13_default_unitbox,13,22,7.1e-05,0.0071,legacy_top_sigma_integral_N,0.7620886119255275,True
D0020,D0020_seed13_default_unitbox,13,23,7.3e-05,0.0073,legacy_top_sigma_integral_N,0.7608506459107669,True
D0020,D0020_seed13_default_unitbox,13,24,7.5e-05,0.007499999999999999,legacy_top_sigma_integral_N,0.7994232580296121,True
D0020,D0020_seed13_default_unitbox,13,25,7.7e-05,0.0077,legacy_top_sigma_integral_N,0.8470172539580134,True
D0020,D0020_seed13_default_unitbox,13,26,8e-05,0.008,legacy_top_sigma_integral_N,0.8536250137454936,True
D0020,D0020_seed13_default_unitbox,13,27,8.3e-05,0.0083,legacy_top_sigma_integral_N,0.8789771545000438,True
D0020,D0020_seed13_default_unitbox,13,28,8.6e-05,0.0086,legacy_top_sigma_integral_N,0.9197302442778771,True
D0020,D0020_seed13_default_unitbox,13,29,8.9e-05,0.0089,legacy_top_sigma_integral_N,0.8955890853931986,True
D0020,D0020_seed13_default_unitbox,13,30,9.2e-05,0.0092,legacy_top_sigma_integral_N,0.9020765583058227,True
D0020,D0020_seed13_default_unitbox,13,31,9.5e-05,0.0095,legacy_top_sigma_integral_N,0.9244392860073724,True
D0020,D0020_seed13_default_unitbox,13,32,9.8e-05,0.0098,legacy_top_sigma_integral_N,0.9226251401894522,True
D0020,D0020_seed13_default_unitbox,13,33,0.0001,0.01,legacy_top_sigma_integral_N,0.958831328768616,True
D0020,D0020_seed13_default_unitbox,13,0,1e-06,9.999999999999999e-05,saved_field_energy_fd_proxy_N,0.25327316239533537,False
D0020,D0020_seed13_default_unitbox,13,1,5e-06,0.0005,saved_field_energy_fd_proxy_N,0.4204905406614143,False
D0020,D0020_seed13_default_unitbox,13,2,1e-05,0.001,saved_field_energy_fd_proxy_N,0.8194340804820748,False
D0020,D0020_seed13_default_unitbox,13,3,1.5e-05,0.0015,saved_field_energy_fd_proxy_N,1.1562835430503606,False
D0020,D0020_seed13_default_unitbox,13,4,2e-05,0.002,saved_field_energy_fd_proxy_N,1.331771600852385,False
D0020,D0020_seed13_default_unitbox,13,5,2.5e-05,0.0025,saved_field_energy_fd_proxy_N,1.3278793581543182,False
D0020,D0020_seed13_default_unitbox,13,6,3e-05,0.003,saved_field_energy_fd_proxy_N,1.1768585077215639,False
D0020,D0020_seed13_default_unitbox,13,7,3.5e-05,0.0034999999999999996,saved_field_energy_fd_proxy_N,0.8850630346179887,False
D0020,D0020_seed13_default_unitbox,13,8,4e-05,0.004,saved_field_energy_fd_proxy_N,0.44823440938146236,False
D0020,D0020_seed13_default_unitbox,13,9,4.5e-05,0.0045000000000000005,saved_field_energy_fd_proxy_N,0.07139679791046648,False
D0020,D0020_seed13_default_unitbox,13,10,4.7e-05,0.004699999999999999,saved_field_energy_fd_proxy_N,-0.018364618245166747,False
D0020,D0020_seed13_default_unitbox,13,11,4.9e-05,0.0049,saved_field_energy_fd_proxy_N,-0.1992178205018572,False
D0020,D0020_seed13_default_unitbox,13,12,5.1e-05,0.0050999999999999995,saved_field_energy_fd_proxy_N,-0.4042791857144113,False
D0020,D0020_seed13_default_unitbox,13,13,5.3e-05,0.0053,saved_field_energy_fd_proxy_N,-0.3668327671747778,False
D0020,D0020_seed13_default_unitbox,13,14,5.5e-05,0.0055,saved_field_energy_fd_proxy_N,-0.3121347093424081,True
D0020,D0020_seed13_default_unitbox,13,15,5.7e-05,0.0057,saved_field_energy_fd_proxy_N,-0.49060546404744443,True
D0020,D0020_seed13_default_unitbox,13,16,5.9e-05,0.0059,saved_field_energy_fd_proxy_N,-0.500107642862185,True
D0020,D0020_seed13_default_unitbox,13,17,6.1e-05,0.0060999999999999995,saved_field_energy_fd_proxy_N,-0.35877629518333076,True
D0020,D0020_seed13_default_unitbox,13,18,6.3e-05,0.0063,saved_field_energy_fd_proxy_N,-0.3907786065938685,True
D0020,D0020_seed13_default_unitbox,13,19,6.5e-05,0.0065,saved_field_energy_fd_proxy_N,-0.254702972166853,True
D0020,D0020_seed13_default_unitbox,13,20,6.7e-05,0.0067,saved_field_energy_fd_proxy_N,-0.1860038515689496,True
D0020,D0020_seed13_default_unitbox,13,21,6.9e-05,0.0069,saved_field_energy_fd_proxy_N,-0.378404366017257,True
D0020,D0020_seed13_default_unitbox,13,22,7.1e-05,0.0071,saved_field_energy_fd_proxy_N,-0.34823047395120005,True
D0020,D0020_seed13_default_unitbox,13,23,7.3e-05,0.0073,saved_field_energy_fd_proxy_N,-0.28966655218816156,True
D0020,D0020_seed13_default_unitbox,13,24,7.5e-05,0.007499999999999999,saved_field_energy_fd_proxy_N,-0.45008761753253473,True
D0020,D0020_seed13_default_unitbox,13,25,7.7e-05,0.0077,saved_field_energy_fd_proxy_N,-0.3343006998427224,True
D0020,D0020_seed13_default_unitbox,13,26,8e-05,0.008,saved_field_energy_fd_proxy_N,-0.05826261241147993,True
D0020,D0020_seed13_default_unitbox,13,27,8.3e-05,0.0083,saved_field_energy_fd_proxy_N,-0.2803160001786046,True
D0020,D0020_seed13_default_unitbox,13,28,8.6e-05,0.0086,saved_field_energy_fd_proxy_N,-0.2703770283191539,True
D0020,D0020_seed13_default_unitbox,13,29,8.9e-05,0.0089,saved_field_energy_fd_proxy_N,-0.018246635684298143,True
D0020,D0020_seed13_default_unitbox,13,30,9.2e-05,0.0092,saved_field_energy_fd_proxy_N,-0.05535268589884363,True
D0020,D0020_seed13_default_unitbox,13,31,9.5e-05,0.0095,saved_field_energy_fd_proxy_N,-0.10551162039660993,True
D0020,D0020_seed13_default_unitbox,13,32,9.8e-05,0.0098,saved_field_energy_fd_proxy_N,-0.026528296374555595,True
D0020,D0020_seed13_default_unitbox,13,33,0.0001,0.01,saved_field_energy_fd_proxy_N,-0.029933317488825977,True
D0020,D0020_seed13_default_unitbox,13,0,1e-06,9.999999999999999e-05,saved_field_virtual_work_proxy_N,0.05400784070670412,False
D0020,D0020_seed13_default_unitbox,13,1,5e-06,0.0005,saved_field_virtual_work_proxy_N,0.2695150957735603,False
D0020,D0020_seed13_default_unitbox,13,2,1e-05,0.001,saved_field_virtual_work_proxy_N,0.528502621483726,False
D0020,D0020_seed13_default_unitbox,13,3,1.5e-05,0.0015,saved_field_virtual_work_proxy_N,0.7649357030476781,False
D0020,D0020_seed13_default_unitbox,13,4,2e-05,0.002,saved_field_virtual_work_proxy_N,0.9546115425715627,False
D0020,D0020_seed13_default_unitbox,13,5,2.5e-05,0.0025,saved_field_virtual_work_proxy_N,0.9285786585439331,False
