group,case,seed,step,Delta,strain,metric,reaction_N,alpha0p8_through_crack
D0020,D0020_seed13_default_unitbox,13,6,3e-05,0.003,saved_field_virtual_work_proxy_N,0.4874037861855119,False
D0020,D0020_seed13_default_unitbox,13,7,3.5e-05,0.0034999999999999996,saved_field_virtual_work_proxy_N,-0.6807285665628187,False
D0020,D0020_seed13_default_unitbox,13,8,4e-05,0.004,saved_field_virtual_work_proxy_N,-2.7262340452771467,False
D0020,D0020_seed13_default_unitbox,13,9,4.5e-05,0.0045000000000000005,saved_field_virtual_work_proxy_N,-6.183524013476213,False
D0020,D0020_seed13_default_unitbox,13,10,4.7e-05,0.004699999999999999,saved_field_virtual_work_proxy_N,-7.8628642243230065,False
D0020,D0020_seed13_default_unitbox,13,11,4.9e-05,0.0049,saved_field_virtual_work_proxy_N,-9.630379177853738,False
D0020,D0020_seed13_default_unitbox,13,12,5.1e-05,0.0050999999999999995,saved_field_virtual_work_proxy_N,-11.98565099918784,False
D0020,D0020_seed13_default_unitbox,13,13,5.3e-05,0.0053,saved_field_virtual_work_proxy_N,-14.42204597533391,False
D0020,D0020_seed13_default_unitbox,13,14,5.5e-05,0.0055,saved_field_virtual_work_proxy_N,-16.985382978025335,True
D0020,D0020_seed13_default_unitbox,13,15,5.7e-05,0.0057,saved_field_virtual_work_proxy_N,-19.9643591516044,True
D0020,D0020_seed13_default_unitbox,13,16,5.9e-05,0.0059,saved_field_virtual_work_proxy_N,-23.634466312294464,True
D0020,D0020_seed13_default_unitbox,13,17,6.1e-05,0.0060999999999999995,saved_field_virtual_work_proxy_N,-27.513938858859962,True
D0020,D0020_seed13_default_unitbox,13,18,6.3e-05,0.0063,saved_field_virtual_work_proxy_N,-30.86938007419381,True
D0020,D0020_seed13_default_unitbox,13,19,6.5e-05,0.0065,saved_field_virtual_work_proxy_N,-34.924215154397686,True
D0020,D0020_seed13_default_unitbox,13,20,6.7e-05,0.0067,saved_field_virtual_work_proxy_N,-38.4249289959857,True
D0020,D0020_seed13_default_unitbox,13,21,6.9e-05,0.0069,saved_field_virtual_work_proxy_N,-42.43191348155365,True
D0020,D0020_seed13_default_unitbox,13,22,7.1e-05,0.0071,saved_field_virtual_work_proxy_N,-47.23586533210401,True
D0020,D0020_seed13_default_unitbox,13,23,7.3e-05,0.0073,saved_field_virtual_work_proxy_N,-51.30913701786959,True
D0020,D0020_seed13_default_unitbox,13,24,7.5e-05,0.007499999999999999,saved_field_virtual_work_proxy_N,-55.94187560460548,True
D0020,D0020_seed13_default_unitbox,13,25,7.7e-05,0.0077,saved_field_virtual_work_proxy_N,-61.25043918895208,True
D0020,D0020_seed13_default_unitbox,13,26,8e-05,0.008,saved_field_virtual_work_proxy_N,-66.92819240773228,True
D0020,D0020_seed13_default_unitbox,13,27,8.3e-05,0.0083,saved_field_virtual_work_proxy_N,-73.95109345915768,True
D0020,D0020_seed13_default_unitbox,13,28,8.6e-05,0.0086,saved_field_virtual_work_proxy_N,-81.94951503115787,True
D0020,D0020_seed13_default_unitbox,13,29,8.9e-05,0.0089,saved_field_virtual_work_proxy_N,-87.87800950617812,True
D0020,D0020_seed13_default_unitbox,13,30,9.2e-05,0.0092,saved_field_virtual_work_proxy_N,-93.40191680360583,True
D0020,D0020_seed13_default_unitbox,13,31,9.5e-05,0.0095,saved_field_virtual_work_proxy_N,-101.52081098777559,True
D0020,D0020_seed13_default_unitbox,13,32,9.8e-05,0.0098,saved_field_virtual_work_proxy_N,-107.90067611261496,True
D0020,D0020_seed13_default_unitbox,13,33,0.0001,0.01,saved_field_virtual_work_proxy_N,-111.55984237051312,True
D0020,D0020_seed13_default_unitbox,13,0,1e-06,9.999999999999999e-05,bottom_sigma_integral_outward_N,-0.05311690276726277,False
D0020,D0020_seed13_default_unitbox,13,1,5e-06,0.0005,bottom_sigma_integral_outward_N,-0.26863706796846454,False
D0020,D0020_seed13_default_unitbox,13,2,1e-05,0.001,bottom_sigma_integral_outward_N,-0.5233996072496144,False
D0020,D0020_seed13_default_unitbox,13,3,1.5e-05,0.0015,bottom_sigma_integral_outward_N,-0.7534162958810355,False
D0020,D0020_seed13_default_unitbox,13,4,2e-05,0.002,bottom_sigma_integral_outward_N,-0.9408718760677198,False
D0020,D0020_seed13_default_unitbox,13,5,2.5e-05,0.0025,bottom_sigma_integral_outward_N,-1.055081726047793,False
D0020,D0020_seed13_default_unitbox,13,6,3e-05,0.003,bottom_sigma_integral_outward_N,-1.119140760214245,False
D0020,D0020_seed13_default_unitbox,13,7,3.5e-05,0.0034999999999999996,bottom_sigma_integral_outward_N,-1.137397935471455,False
D0020,D0020_seed13_default_unitbox,13,8,4e-05,0.004,bottom_sigma_integral_outward_N,-1.13599545429924,False
D0020,D0020_seed13_default_unitbox,13,9,4.5e-05,0.0045000000000000005,bottom_sigma_integral_outward_N,-1.1425736511846074,False
D0020,D0020_seed13_default_unitbox,13,10,4.7e-05,0.004699999999999999,bottom_sigma_integral_outward_N,-1.139660198906372,False
D0020,D0020_seed13_default_unitbox,13,11,4.9e-05,0.0049,bottom_sigma_integral_outward_N,-1.1422020886502842,False
D0020,D0020_seed13_default_unitbox,13,12,5.1e-05,0.0050999999999999995,bottom_sigma_integral_outward_N,-1.1381276903588893,False
D0020,D0020_seed13_default_unitbox,13,13,5.3e-05,0.0053,bottom_sigma_integral_outward_N,-1.138466258152798,False
D0020,D0020_seed13_default_unitbox,13,14,5.5e-05,0.0055,bottom_sigma_integral_outward_N,-1.1363955282225635,True
D0020,D0020_seed13_default_unitbox,13,15,5.7e-05,0.0057,bottom_sigma_integral_outward_N,-1.139106834699125,True
D0020,D0020_seed13_default_unitbox,13,16,5.9e-05,0.0059,bottom_sigma_integral_outward_N,-1.1221324078680017,True
D0020,D0020_seed13_default_unitbox,13,17,6.1e-05,0.0060999999999999995,bottom_sigma_integral_outward_N,-1.1247568457323174,True
D0020,D0020_seed13_default_unitbox,13,18,6.3e-05,0.0063,bottom_sigma_integral_outward_N,-1.106722193145281,True
D0020,D0020_seed13_default_unitbox,13,19,6.5e-05,0.0065,bottom_sigma_integral_outward_N,-1.116138085056971,True
D0020,D0020_seed13_default_unitbox,13,20,6.7e-05,0.0067,bottom_sigma_integral_outward_N,-1.0964483201025106,True
D0020,D0020_seed13_default_unitbox,13,21,6.9e-05,0.0069,bottom_sigma_integral_outward_N,-1.0998409186932792,True
D0020,D0020_seed13_default_unitbox,13,22,7.1e-05,0.0071,bottom_sigma_integral_outward_N,-1.0709373023153448,True
D0020,D0020_seed13_default_unitbox,13,23,7.3e-05,0.0073,bottom_sigma_integral_outward_N,-1.0710921699342506,True
D0020,D0020_seed13_default_unitbox,13,24,7.5e-05,0.007499999999999999,bottom_sigma_integral_outward_N,-1.0881304584181042,True
D0020,D0020_seed13_default_unitbox,13,25,7.7e-05,0.0077,bottom_sigma_integral_outward_N,-1.0567852331639827,True
D0020,D0020_seed13_default_unitbox,13,26,8e-05,0.008,bottom_sigma_integral_outward_N,-1.0977830734994123,True
D0020,D0020_seed13_default_unitbox,13,27,8.3e-05,0.0083,bottom_sigma_integral_outward_N,-1.098942633553116,True
D0020,D0020_seed13_default_unitbox,13,28,8.6e-05,0.0086,bottom_sigma_integral_outward_N,-1.0895882815502773,True
D0020,D0020_seed13_default_unitbox,13,29,8.9e-05,0.0089,bottom_sigma_integral_outward_N,-1.0885678646771646,True
D0020,D0020_seed13_default_unitbox,13,30,9.2e-05,0.0092,bottom_sigma_integral_outward_N,-1.0618259747659105,True
D0020,D0020_seed13_default_unitbox,13,31,9.5e-05,0.0095,bottom_sigma_integral_outward_N,-1.053705363802711,True
D0020,D0020_seed13_default_unitbox,13,32,9.8e-05,0.0098,bottom_sigma_integral_outward_N,-1.0407204001646844,True
D0020,D0020_seed13_default_unitbox,13,33,0.0001,0.01,bottom_sigma_integral_outward_N,-1.0400921294741883,True
D0020,D0020_seed13_default_unitbox,13,0,1e-06,9.999999999999999e-05,internal_cut_force_above_crack_N,0.044219042244333165,False
D0020,D0020_seed13_default_unitbox,13,1,5e-06,0.0005,internal_cut_force_above_crack_N,0.23142183495888774,False
D0020,D0020_seed13_default_unitbox,13,2,1e-05,0.001,internal_cut_force_above_crack_N,0.44782684109627474,False
D0020,D0020_seed13_default_unitbox,13,3,1.5e-05,0.0015,internal_cut_force_above_crack_N,0.6356679426408083,False
D0020,D0020_seed13_default_unitbox,13,4,2e-05,0.002,internal_cut_force_above_crack_N,0.7785277869773117,False
D0020,D0020_seed13_default_unitbox,13,5,2.5e-05,0.0025,internal_cut_force_above_crack_N,0.8606014752415707,False
D0020,D0020_seed13_default_unitbox,13,6,3e-05,0.003,internal_cut_force_above_crack_N,0.9003394205995543,False
D0020,D0020_seed13_default_unitbox,13,7,3.5e-05,0.0034999999999999996,internal_cut_force_above_crack_N,0.865620700072831,False
D0020,D0020_seed13_default_unitbox,13,8,4e-05,0.004,internal_cut_force_above_crack_N,0.8250391076668033,False
D0020,D0020_seed13_default_unitbox,13,9,4.5e-05,0.0045000000000000005,internal_cut_force_above_crack_N,0.7498460651013471,False
D0020,D0020_seed13_default_unitbox,13,10,4.7e-05,0.004699999999999999,internal_cut_force_above_crack_N,0.7000520959786027,False
D0020,D0020_seed13_default_unitbox,13,11,4.9e-05,0.0049,internal_cut_force_above_crack_N,0.6626492221075546,False
D0020,D0020_seed13_default_unitbox,13,12,5.1e-05,0.0050999999999999995,internal_cut_force_above_crack_N,0.6657284433578984,False
D0020,D0020_seed13_default_unitbox,13,13,5.3e-05,0.0053,internal_cut_force_above_crack_N,0.6502866442939482,False
D0020,D0020_seed13_default_unitbox,13,14,5.5e-05,0.0055,internal_cut_force_above_crack_N,0.657007874691753,True
D0020,D0020_seed13_default_unitbox,13,15,5.7e-05,0.0057,internal_cut_force_above_crack_N,0.6114668717657221,True
D0020,D0020_seed13_default_unitbox,13,16,5.9e-05,0.0059,internal_cut_force_above_crack_N,0.5689121864194053,True
D0020,D0020_seed13_default_unitbox,13,17,6.1e-05,0.0060999999999999995,internal_cut_force_above_crack_N,0.6120809742948117,True
D0020,D0020_seed13_default_unitbox,13,18,6.3e-05,0.0063,internal_cut_force_above_crack_N,0.5943902112079572,True
D0020,D0020_seed13_default_unitbox,13,19,6.5e-05,0.0065,internal_cut_force_above_crack_N,0.547240920947059,True
D0020,D0020_seed13_default_unitbox,13,20,6.7e-05,0.0067,internal_cut_force_above_crack_N,0.5067798234107939,True
D0020,D0020_seed13_default_unitbox,13,21,6.9e-05,0.0069,internal_cut_force_above_crack_N,0.5247074056020051,True
D0020,D0020_seed13_default_unitbox,13,22,7.1e-05,0.0071,internal_cut_force_above_crack_N,0.5178654274358117,True
D0020,D0020_seed13_default_unitbox,13,23,7.3e-05,0.0073,internal_cut_force_above_crack_N,0.5047207987797607,True
D0020,D0020_seed13_default_unitbox,13,24,7.5e-05,0.007499999999999999,internal_cut_force_above_crack_N,0.43379936269924657,True
D0020,D0020_seed13_default_unitbox,13,25,7.7e-05,0.0077,internal_cut_force_above_crack_N,0.4759245225767917,True
D0020,D0020_seed13_default_unitbox,13,26,8e-05,0.008,internal_cut_force_above_crack_N,0.4765887477045687,True
D0020,D0020_seed13_default_unitbox,13,27,8.3e-05,0.0083,internal_cut_force_above_crack_N,0.4926575453056823,True
D0020,D0020_seed13_default_unitbox,13,28,8.6e-05,0.0086,internal_cut_force_above_crack_N,0.4445932559242475,True
D0020,D0020_seed13_default_unitbox,13,29,8.9e-05,0.0089,internal_cut_force_above_crack_N,0.44795414720940185,True
D0020,D0020_seed13_default_unitbox,13,30,9.2e-05,0.0092,internal_cut_force_above_crack_N,0.501612839689446,True
D0020,D0020_seed13_default_unitbox,13,31,9.5e-05,0.0095,internal_cut_force_above_crack_N,0.5219462804128184,True
D0020,D0020_seed13_default_unitbox,13,32,9.8e-05,0.0098,internal_cut_force_above_crack_N,0.5907154281269932,True
D0020,D0020_seed13_default_unitbox,13,33,0.0001,0.01,internal_cut_force_above_crack_N,0.3844440100854943,True
D0020,D0020_seed21_default_unitbox,21,0,1e-06,9.999999999999999e-05,legacy_top_sigma_integral_N,0.037066035951273606,False
D0020,D0020_seed21_default_unitbox,21,1,5e-06,0.0005,legacy_top_sigma_integral_N,0.19329786982019337,False
D0020,D0020_seed21_default_unitbox,21,2,1e-05,0.001,legacy_top_sigma_integral_N,0.37537067094501075,False
D0020,D0020_seed21_default_unitbox,21,3,1.5e-05,0.0015,legacy_top_sigma_integral_N,0.531479567306624,False
D0020,D0020_seed21_default_unitbox,21,4,2e-05,0.002,legacy_top_sigma_integral_N,0.6384266804825836,False
D0020,D0020_seed21_default_unitbox,21,5,2.5e-05,0.0025,legacy_top_sigma_integral_N,0.6923166232394591,False
D0020,D0020_seed21_default_unitbox,21,6,3e-05,0.003,legacy_top_sigma_integral_N,0.6997923724197816,False
D0020,D0020_seed21_default_unitbox,21,7,3.5e-05,0.0034999999999999996,legacy_top_sigma_integral_N,0.6919356704244118,False
D0020,D0020_seed21_default_unitbox,21,8,4e-05,0.004,legacy_top_sigma_integral_N,0.6751147175758294,False
D0020,D0020_seed21_default_unitbox,21,9,4.5e-05,0.0045000000000000005,legacy_top_sigma_integral_N,0.7542093192964809,False
D0020,D0020_seed21_default_unitbox,21,10,4.7e-05,0.004699999999999999,legacy_top_sigma_integral_N,0.7716779081801595,False
D0020,D0020_seed21_default_unitbox,21,11,4.9e-05,0.0049,legacy_top_sigma_integral_N,0.7639343543170561,False
D0020,D0020_seed21_default_unitbox,21,12,5.1e-05,0.0050999999999999995,legacy_top_sigma_integral_N,0.7517524134279047,False
D0020,D0020_seed21_default_unitbox,21,13,5.3e-05,0.0053,legacy_top_sigma_integral_N,0.7703604075808695,False
D0020,D0020_seed21_default_unitbox,21,14,5.5e-05,0.0055,legacy_top_sigma_integral_N,0.7727905019544347,True
D0020,D0020_seed21_default_unitbox,21,15,5.7e-05,0.0057,legacy_top_sigma_integral_N,0.788177921574935,True
D0020,D0020_seed21_default_unitbox,21,16,5.9e-05,0.0059,legacy_top_sigma_integral_N,0.7770583412534192,True
D0020,D0020_seed21_default_unitbox,21,17,6.1e-05,0.0060999999999999995,legacy_top_sigma_integral_N,0.7771149637121717,True
D0020,D0020_seed21_default_unitbox,21,18,6.3e-05,0.0063,legacy_top_sigma_integral_N,0.7660727221637047,True
D0020,D0020_seed21_default_unitbox,21,19,6.5e-05,0.0065,legacy_top_sigma_integral_N,0.7620927105081396,True
D0020,D0020_seed21_default_unitbox,21,20,6.7e-05,0.0067,legacy_top_sigma_integral_N,0.7603078639352558,True
D0020,D0020_seed21_default_unitbox,21,21,6.9e-05,0.0069,legacy_top_sigma_integral_N,0.7819291192755007,True
D0020,D0020_seed21_default_unitbox,21,22,7.1e-05,0.0071,legacy_top_sigma_integral_N,0.8263005378773044,True
D0020,D0020_seed21_default_unitbox,21,23,7.3e-05,0.0073,legacy_top_sigma_integral_N,0.8021059212231089,True
D0020,D0020_seed21_default_unitbox,21,24,7.5e-05,0.007499999999999999,legacy_top_sigma_integral_N,0.8043801010346158,True
D0020,D0020_seed21_default_unitbox,21,25,7.7e-05,0.0077,legacy_top_sigma_integral_N,0.8185608039069255,True
D0020,D0020_seed21_default_unitbox,21,26,8e-05,0.008,legacy_top_sigma_integral_N,0.8089369742122606,True
D0020,D0020_seed21_default_unitbox,21,27,8.3e-05,0.0083,legacy_top_sigma_integral_N,0.8052000692679322,True
D0020,D0020_seed21_default_unitbox,21,28,8.6e-05,0.0086,legacy_top_sigma_integral_N,0.779792102480951,True
D0020,D0020_seed21_default_unitbox,21,29,8.9e-05,0.0089,legacy_top_sigma_integral_N,0.7874680698247298,True
D0020,D0020_seed21_default_unitbox,21,30,9.2e-05,0.0092,legacy_top_sigma_integral_N,0.8070220020107551,True
D0020,D0020_seed21_default_unitbox,21,31,9.5e-05,0.0095,legacy_top_sigma_integral_N,0.805355467889032,True
D0020,D0020_seed21_default_unitbox,21,32,9.8e-05,0.0098,legacy_top_sigma_integral_N,0.8015651431745692,True
D0020,D0020_seed21_default_unitbox,21,33,0.0001,0.01,legacy_top_sigma_integral_N,0.8642315052619483,True
D0020,D0020_seed21_default_unitbox,21,0,1e-06,9.999999999999999e-05,saved_field_energy_fd_proxy_N,0.25317895694594367,False
D0020,D0020_seed21_default_unitbox,21,1,5e-06,0.0005,saved_field_energy_fd_proxy_N,0.42056181520077934,False
D0020,D0020_seed21_default_unitbox,21,2,1e-05,0.001,saved_field_energy_fd_proxy_N,0.8195570240491201,False
D0020,D0020_seed21_default_unitbox,21,3,1.5e-05,0.0015,saved_field_energy_fd_proxy_N,1.1564372972025865,False
D0020,D0020_seed21_default_unitbox,21,4,2e-05,0.002,saved_field_energy_fd_proxy_N,1.3313237769551656,False
D0020,D0020_seed21_default_unitbox,21,5,2.5e-05,0.0025,saved_field_energy_fd_proxy_N,1.322383604614097,False
D0020,D0020_seed21_default_unitbox,21,6,3e-05,0.003,saved_field_energy_fd_proxy_N,1.1682776526160403,False
D0020,D0020_seed21_default_unitbox,21,7,3.5e-05,0.0034999999999999996,saved_field_energy_fd_proxy_N,0.8648857394195977,False
D0020,D0020_seed21_default_unitbox,21,8,4e-05,0.004,saved_field_energy_fd_proxy_N,0.42839463711251025,False
D0020,D0020_seed21_default_unitbox,21,9,4.5e-05,0.0045000000000000005,saved_field_energy_fd_proxy_N,0.031625898472362884,False
D0020,D0020_seed21_default_unitbox,21,10,4.7e-05,0.004699999999999999,saved_field_energy_fd_proxy_N,-0.04498453891946946,False
D0020,D0020_seed21_default_unitbox,21,11,4.9e-05,0.0049,saved_field_energy_fd_proxy_N,-0.15546086554884925,False
D0020,D0020_seed21_default_unitbox,21,12,5.1e-05,0.0050999999999999995,saved_field_energy_fd_proxy_N,-0.3198264423506358,False
D0020,D0020_seed21_default_unitbox,21,13,5.3e-05,0.0053,saved_field_energy_fd_proxy_N,-0.390454507800472,False
D0020,D0020_seed21_default_unitbox,21,14,5.5e-05,0.0055,saved_field_energy_fd_proxy_N,-0.5015118179600205,True
D0020,D0020_seed21_default_unitbox,21,15,5.7e-05,0.0057,saved_field_energy_fd_proxy_N,-0.4592140316400806,True
D0020,D0020_seed21_default_unitbox,21,16,5.9e-05,0.0059,saved_field_energy_fd_proxy_N,-0.20558543486162184,True
D0020,D0020_seed21_default_unitbox,21,17,6.1e-05,0.0060999999999999995,saved_field_energy_fd_proxy_N,-0.1537395289370469,True
D0020,D0020_seed21_default_unitbox,21,18,6.3e-05,0.0063,saved_field_energy_fd_proxy_N,-0.24067536979773507,True
D0020,D0020_seed21_default_unitbox,21,19,6.5e-05,0.0065,saved_field_energy_fd_proxy_N,-0.29437402573809396,True
D0020,D0020_seed21_default_unitbox,21,20,6.7e-05,0.0067,saved_field_energy_fd_proxy_N,-0.34178956687780543,True
D0020,D0020_seed21_default_unitbox,21,21,6.9e-05,0.0069,saved_field_energy_fd_proxy_N,-0.22198291560966005,True
D0020,D0020_seed21_default_unitbox,21,22,7.1e-05,0.0071,saved_field_energy_fd_proxy_N,-0.13781058848045397,True
D0020,D0020_seed21_default_unitbox,21,23,7.3e-05,0.0073,saved_field_energy_fd_proxy_N,-0.1624952193146293,True
D0020,D0020_seed21_default_unitbox,21,24,7.5e-05,0.007499999999999999,saved_field_energy_fd_proxy_N,-0.11787162299826526,True
D0020,D0020_seed21_default_unitbox,21,25,7.7e-05,0.0077,saved_field_energy_fd_proxy_N,-0.11831029871708834,True
D0020,D0020_seed21_default_unitbox,21,26,8e-05,0.008,saved_field_energy_fd_proxy_N,-0.06612921044502063,True
D0020,D0020_seed21_default_unitbox,21,27,8.3e-05,0.0083,saved_field_energy_fd_proxy_N,-0.08809364986686608,True
D0020,D0020_seed21_default_unitbox,21,28,8.6e-05,0.0086,saved_field_energy_fd_proxy_N,-0.09114146433101752,True
D0020,D0020_seed21_default_unitbox,21,29,8.9e-05,0.0089,saved_field_energy_fd_proxy_N,-0.12317307883921193,True
D0020,D0020_seed21_default_unitbox,21,30,9.2e-05,0.0092,saved_field_energy_fd_proxy_N,-0.20435177587714917,True
D0020,D0020_seed21_default_unitbox,21,31,9.5e-05,0.0095,saved_field_energy_fd_proxy_N,-0.0709325104273021,True
D0020,D0020_seed21_default_unitbox,21,32,9.8e-05,0.0098,saved_field_energy_fd_proxy_N,-0.14793227785074928,True
D0020,D0020_seed21_default_unitbox,21,33,0.0001,0.01,saved_field_energy_fd_proxy_N,-0.2730514093686565,True
D0020,D0020_seed21_default_unitbox,21,0,1e-06,9.999999999999999e-05,saved_field_virtual_work_proxy_N,0.05412897947989082,False
D0020,D0020_seed21_default_unitbox,21,1,5e-06,0.0005,saved_field_virtual_work_proxy_N,0.26990923675552897,False
D0020,D0020_seed21_default_unitbox,21,2,1e-05,0.001,saved_field_virtual_work_proxy_N,0.5297404074285992,False
D0020,D0020_seed21_default_unitbox,21,3,1.5e-05,0.0015,saved_field_virtual_work_proxy_N,0.7677347938667568,False
D0020,D0020_seed21_default_unitbox,21,4,2e-05,0.002,saved_field_virtual_work_proxy_N,0.958780304540212,False
D0020,D0020_seed21_default_unitbox,21,5,2.5e-05,0.0025,saved_field_virtual_work_proxy_N,0.9235592231790487,False
D0020,D0020_seed21_default_unitbox,21,6,3e-05,0.003,saved_field_virtual_work_proxy_N,0.4422294376144256,False
D0020,D0020_seed21_default_unitbox,21,7,3.5e-05,0.0034999999999999996,saved_field_virtual_work_proxy_N,-0.8201422745868819,False
