group,case,seed,run_dir,step,Delta,method,virtual_work_reaction_N,exact_top_mode_available,reason
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,3,1.5e-05,saved_field_scaled_displacement_virtual_work_proxy,0.7674337640095772,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,4,2e-05,saved_field_scaled_displacement_virtual_work_proxy,0.9621470715869966,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,5,2.5e-05,saved_field_scaled_displacement_virtual_work_proxy,0.9398889472767191,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,6,3e-05,saved_field_scaled_displacement_virtual_work_proxy,0.4658370625149415,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,7,3.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-0.7361010087978155,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,8,4e-05,saved_field_scaled_displacement_virtual_work_proxy,-2.9465785305114482,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,9,4.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-6.195500022566741,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,10,4.7e-05,saved_field_scaled_displacement_virtual_work_proxy,-7.978900490743485,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,11,4.9e-05,saved_field_scaled_displacement_virtual_work_proxy,-10.017037856168596,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,12,5.1e-05,saved_field_scaled_displacement_virtual_work_proxy,-12.23308953483698,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,13,5.3e-05,saved_field_scaled_displacement_virtual_work_proxy,-14.832742213549441,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,14,5.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-17.608340665019888,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,15,5.7e-05,saved_field_scaled_displacement_virtual_work_proxy,-20.22730336295359,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,16,5.9e-05,saved_field_scaled_displacement_virtual_work_proxy,-23.434065092073947,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,17,6.1e-05,saved_field_scaled_displacement_virtual_work_proxy,-26.84778182860828,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,18,6.3e-05,saved_field_scaled_displacement_virtual_work_proxy,-30.131356991637215,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,19,6.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-34.4831081097568,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,20,6.7e-05,saved_field_scaled_displacement_virtual_work_proxy,-38.275005251089766,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,21,6.9e-05,saved_field_scaled_displacement_virtual_work_proxy,-42.15222135941872,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,22,7.1e-05,saved_field_scaled_displacement_virtual_work_proxy,-46.208297055391824,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,23,7.3e-05,saved_field_scaled_displacement_virtual_work_proxy,-51.1933978674549,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,24,7.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-55.645829463816355,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,25,7.7e-05,saved_field_scaled_displacement_virtual_work_proxy,-59.86387244013153,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,26,8e-05,saved_field_scaled_displacement_virtual_work_proxy,-65.39945821001041,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,27,8.3e-05,saved_field_scaled_displacement_virtual_work_proxy,-72.8105893720894,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,28,8.6e-05,saved_field_scaled_displacement_virtual_work_proxy,-79.64872011229646,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,29,8.9e-05,saved_field_scaled_displacement_virtual_work_proxy,-86.55277164145319,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,30,9.2e-05,saved_field_scaled_displacement_virtual_work_proxy,-92.50067568467058,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,31,9.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-99.89199122062102,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,32,9.8e-05,saved_field_scaled_displacement_virtual_work_proxy,-106.6423160927572,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed7_default_unitbox,7,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_7_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed7_history_default_unitbox,33,0.0001,saved_field_scaled_displacement_virtual_work_proxy,-110.92317713675307,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,0,1e-06,saved_field_scaled_displacement_virtual_work_proxy,0.05400784070670412,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,1,5e-06,saved_field_scaled_displacement_virtual_work_proxy,0.2695150957735603,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,2,1e-05,saved_field_scaled_displacement_virtual_work_proxy,0.528502621483726,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,3,1.5e-05,saved_field_scaled_displacement_virtual_work_proxy,0.7649357030476781,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,4,2e-05,saved_field_scaled_displacement_virtual_work_proxy,0.9546115425715627,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,5,2.5e-05,saved_field_scaled_displacement_virtual_work_proxy,0.9285786585439331,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,6,3e-05,saved_field_scaled_displacement_virtual_work_proxy,0.4874037861855119,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,7,3.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-0.6807285665628187,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,8,4e-05,saved_field_scaled_displacement_virtual_work_proxy,-2.7262340452771467,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,9,4.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-6.183524013476213,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,10,4.7e-05,saved_field_scaled_displacement_virtual_work_proxy,-7.8628642243230065,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,11,4.9e-05,saved_field_scaled_displacement_virtual_work_proxy,-9.630379177853738,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,12,5.1e-05,saved_field_scaled_displacement_virtual_work_proxy,-11.98565099918784,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,13,5.3e-05,saved_field_scaled_displacement_virtual_work_proxy,-14.42204597533391,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,14,5.5e-05,saved_field_scaled_displacement_virtual_work_proxy,-16.985382978025335,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,15,5.7e-05,saved_field_scaled_displacement_virtual_work_proxy,-19.9643591516044,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,16,5.9e-05,saved_field_scaled_displacement_virtual_work_proxy,-23.634466312294464,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
D0020,D0020_seed13_default_unitbox,13,D:\ProgramData\PINN\FEM-PINN-main\examples\TM_comsol_no_thermal_micro\results\full_hl_8_Neurons_400_activation_TrainableReLU_coeff_3.0_Seed_13_PFFmodel_AT2_l0_0.00015_comsolMicroNoThermal_mixedH_TM_split_tm_source_mech_history_tmEpsR_1em05_topUfree_coordUnitBox_gradient_numerical_full_D0020_seed13_history_default_unitbox,17,6.1e-05,saved_field_scaled_displacement_virtual_work_proxy,-27.513938858859962,False,top displacement mode/network parameters unavailable; proxy uses saved strain field scaled by Delta
